회원번호,회원상태,성별,나이,결혼,구독여부,총구매액,가루,건강일반,건어물,견과,과실주,과일,과일채소,과자,기름/식초,김장채소,김치,꿀,냉동수산,닭/오리,돼지,두부/유부,떡,말린나물/건재,멥쌀,밀가공,밑반찬,버섯,보리/혼합곡,빵,뿌리채소,생물수산,생활용품,섬유,세제/세안,소,소금,소스/기타양념,손질한채소,수산가공,식기/편백,식사대용,쌈채소류,알,양념채소,어묵/묵,열매채소,유색미/발아미,유제품,육가공,음료,잎/줄기채소,장,잼/병조림/기타,전통주,절임/장아찌,중량(정육),즉석조리,차,찹쌀,콩/화본/깨,콩나물,해조,홍삼/녹용,화장품
400959104,True,여,37,미혼,False,356656,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,2,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,3,1,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
401272768,True,여,41,불명,False,789982,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,9,2,1,0,3,1,7,0,0,3,0,0,0,0,0,0,5,0,0,0,2,0,0,8,1,1,6,0,12,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1
401462080,True,여,52,기혼,False,483959,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,17,0,1,0,1,0,0,0,0,1,11,0,0,0,1,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0
401523328,True,여,40,기혼,False,1721734,0,0,3,0,0,2,0,0,0,0,0,0,4,4,3,20,10,3,0,2,1,3,0,14,12,0,0,0,0,0,0,0,1,2,0,0,5,19,4,4,7,0,0,4,2,18,2,4,0,4,4,0,0,0,0,16,1,0,0
401528896,True,여,33,기혼,0,16559,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401558592,True,여,34,기혼,0,70546,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
401603136,True,여,38,불명,True,45754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
401707072,True,여,42,불명,False,477834,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,10,7,2,0,0,1,2,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,10,3,0,11,1,0,0,0,7,0,0,0,0,0,0,0,0,0,1,5,0,0
401781312,True,여,36,기혼,False,1882461,1,1,0,1,0,2,0,8,10,0,0,0,3,0,5,10,5,1,0,14,0,9,0,7,0,0,1,0,5,3,0,0,0,3,0,2,1,9,6,5,3,0,8,6,19,9,2,0,0,0,0,1,0,0,0,2,0,0,11
401801728,True,여,60,미혼,0,1694159,0,0,9,0,0,0,0,16,0,0,0,0,0,0,0,1,2,0,0,1,3,3,0,3,4,0,0,0,0,1,0,5,1,3,0,0,1,5,1,2,2,0,4,6,14,3,5,5,0,4,0,0,3,0,0,0,3,0,0
402072704,True,여,38,불명,False,34459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402128384,True,여,48,기혼,False,66238,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402139520,True,여,42,미혼,0,716639,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,1,0,0,0,3,0,1,0,1,1,0,0,0,0,9,1,0,0,0,0,0,1,0,3,1,1,0,0,2,0,0,0,0,0,0,3,3,0,0,0,2,1,0,0
402215616,True,여,40,기혼,False,3304373,1,11,9,0,0,5,3,24,2,0,2,1,3,1,1,26,12,0,5,37,5,4,0,27,4,1,1,0,12,2,0,1,0,0,0,18,1,1,5,7,6,0,9,14,4,13,5,0,0,3,0,4,0,0,0,5,1,0,3
402291712,True,여,37,기혼,0,101464,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402490304,True,여,45,불명,0,13401,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402492160,True,여,42,불명,0,453140,0,0,2,0,0,1,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0
402720448,True,여,36,기혼,False,118885,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
402835520,True,남,42,기혼,False,2829272,1,0,2,1,0,5,9,9,0,0,0,0,3,7,11,14,4,0,9,33,9,14,0,21,11,2,2,1,0,5,0,2,1,7,2,2,2,17,7,11,15,0,15,4,4,16,1,3,2,1,0,0,0,6,0,2,3,0,2
402915328,True,여,37,기혼,0,1265377,0,1,2,0,0,0,8,4,0,0,0,0,3,6,5,5,2,0,0,9,8,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,6,5,1,2,4,0,9,0,14,4,0,0,1,0,1,0,1,0,0,0,1,2,7
402941312,True,여,35,미혼,False,25940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403067520,True,여,62,미혼,False,890278,3,0,0,0,0,3,2,2,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,2,2,4,3,2,4,0,0,0,1,10,0,1,0,0,0,0,0,0,3,1,0,0,0
403190016,True,여,57,미혼,0,994295,2,0,1,0,0,2,1,0,10,0,0,0,3,3,0,6,1,0,0,1,0,1,0,10,3,0,2,0,0,2,0,0,0,1,0,0,0,7,1,0,0,0,0,1,1,4,0,0,0,0,4,0,0,0,0,2,1,0,0
403275392,True,여,41,기혼,False,383654,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,6,0,4,0,0,4,0,2,0,0,0,0,1,0,1,0,0,2,0,0,0
403279104,True,여,40,기혼,0,1049675,3,2,3,0,0,1,5,0,4,0,0,0,1,0,6,2,1,1,2,1,2,1,1,1,11,0,0,0,0,4,0,0,1,0,0,0,3,5,14,0,6,2,2,1,1,10,0,0,2,0,0,0,1,0,0,3,2,0,0
403342208,True,여,40,미혼,False,2828097,1,1,1,0,0,6,1,10,4,0,0,1,5,8,5,20,5,0,2,10,3,1,1,5,2,0,0,0,2,4,1,3,0,1,0,5,3,15,9,6,1,1,0,39,20,31,1,3,0,0,12,0,1,0,1,12,11,2,0
403357056,True,여,49,미혼,0,657217,0,0,3,0,0,1,1,1,0,0,2,0,8,0,0,2,1,0,0,1,1,0,0,1,3,3,0,0,0,1,0,1,0,0,0,0,2,1,2,1,1,0,1,3,1,4,0,0,0,2,0,0,0,0,0,2,3,0,0
403473984,True,여,41,기혼,0,80596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403620608,True,여,49,미혼,False,63711,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403769088,True,여,35,미혼,0,1404220,4,0,0,0,0,1,0,15,0,0,0,0,0,0,1,3,4,2,3,15,0,2,0,3,11,0,0,0,0,0,0,1,0,1,0,0,1,25,15,2,11,0,18,7,11,17,0,1,0,1,0,1,0,0,2,8,5,0,0
403991808,True,여,45,미혼,True,266390,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,5,4,1,0,0
404047488,True,여,48,기혼,0,106250,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
404075328,True,여,40,기혼,False,386981,3,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,3,4,0,0,3,1,1,2,2,0,0,0,1,0,1,1,0,3,0,1,0,7,2,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,3,0,0
404077184,True,여,44,기혼,0,121411,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
404099456,True,여,46,불명,False,12635,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404238656,True,여,35,기혼,False,58773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404463232,True,여,47,기혼,False,233520,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,2,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0
404999616,True,여,38,기혼,False,770637,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,27,0,0,0,14,0,0,0,4,5,0,0,0,0,0,0,0,0,1,1,0,8,0,17,2,15,0,0,0,0,7,0,0,0,0,0,0,0,2,0,15,0,0,0
405090560,True,여,34,미혼,False,176222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,3,1,0,0,0,0,1,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0
405129536,True,여,39,기혼,0,98209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
405231616,True,여,42,미혼,True,47191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405599104,True,여,40,미혼,0,49296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405853376,True,여,51,기혼,0,77342,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
405890496,True,여,38,불명,False,243514,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
405964736,True,여,40,기혼,False,889540,1,1,0,0,0,0,2,0,0,0,0,0,1,8,1,18,0,0,0,7,1,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,14,4,4,1,0,2,3,4,2,0,0,5,0,0,1,0,0,0,6,0,0,0
406423168,True,여,45,기혼,False,90072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
406515968,True,여,40,미혼,False,50157,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406580928,True,여,39,기혼,False,18569,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406592064,True,여,42,미혼,False,4106564,9,5,6,1,0,6,7,12,14,0,0,2,2,3,5,11,19,3,1,22,5,12,4,16,12,0,0,0,1,5,1,2,0,7,0,2,6,23,24,6,9,0,7,10,11,35,4,1,0,3,0,0,2,3,4,3,7,0,3
406632896,True,여,43,미혼,False,10667848,10,10,2,0,0,29,37,23,3,0,1,0,7,13,14,17,15,0,8,43,10,17,2,45,14,3,12,1,12,11,1,7,2,5,3,11,3,17,13,12,30,0,42,52,12,31,0,6,0,2,11,12,0,2,3,9,6,4,17
406649600,True,여,42,기혼,False,199195,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,2,0,0
406889024,True,여,40,미혼,False,16847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406931712,True,여,42,기혼,False,574129,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,9,0,1,2,6,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,2,4,2,1,0,0,0,0,1,1,4,0,0,0,0,0,0,1,2,0,10,4,0,0
407043072,True,여,50,기혼,0,6414190,4,0,7,1,0,14,0,4,2,0,0,0,1,3,0,9,27,0,1,14,9,3,1,29,5,0,31,0,23,6,0,20,1,0,7,29,5,28,1,11,1,0,10,27,26,19,3,6,0,3,0,11,5,4,2,7,0,0,0
407106176,True,여,54,미혼,False,1309268,0,0,1,1,0,0,3,1,4,0,0,0,1,0,0,8,0,1,8,1,6,0,1,1,0,1,5,0,0,0,0,0,0,2,0,1,0,18,2,0,1,0,1,5,4,2,5,0,0,1,0,3,0,0,0,2,1,0,0
407245376,True,여,44,미혼,False,5056575,3,5,4,1,0,8,21,17,5,0,0,0,14,6,14,24,3,1,0,31,17,8,1,8,12,3,11,0,11,3,1,6,0,1,2,5,4,26,13,6,24,2,11,26,16,20,1,1,1,10,17,1,1,3,3,7,8,2,4
407369728,True,여,56,기혼,True,93710,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407375296,True,여,45,기혼,False,1879764,2,8,0,1,0,7,6,19,3,0,2,0,0,0,3,11,0,0,2,5,4,4,0,17,0,0,4,0,0,2,0,0,0,2,0,13,1,8,2,2,8,0,8,2,10,7,1,0,0,0,3,13,0,0,0,1,3,1,2
407451392,True,여,36,기혼,True,1702494,3,0,3,0,0,4,4,5,5,0,0,0,6,0,0,11,5,1,0,1,19,0,0,1,2,0,0,0,0,2,0,0,0,3,0,0,0,17,0,5,4,0,3,13,1,4,0,0,0,2,0,1,0,0,0,7,6,0,1
407599872,True,여,39,미혼,True,159661,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
407603584,True,여,48,불명,True,351869,1,0,0,0,0,0,2,0,1,0,0,0,3,0,2,2,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,2,0,2
407677824,True,여,42,불명,True,281034,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,5
407750208,True,여,40,불명,False,71885,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
407817024,True,여,44,기혼,False,63559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
407837440,True,여,48,기혼,0,361444,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,6,1,0,0,8,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,1,0,3,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0
407902400,True,여,44,기혼,False,1346312,0,0,2,0,0,2,0,5,5,0,0,0,6,3,6,6,4,4,0,7,1,0,1,4,2,1,0,0,0,5,0,3,0,1,0,2,0,1,2,2,5,0,0,3,0,7,1,0,0,1,0,0,0,0,0,6,3,0,0
408152960,True,여,48,기혼,False,1322484,0,0,3,0,0,5,0,2,0,0,0,0,2,0,1,20,1,0,16,1,0,5,1,3,2,2,1,0,0,1,0,0,0,2,0,0,0,23,13,0,9,0,0,0,0,6,2,0,0,0,0,0,0,7,2,0,0,0,0
408156672,True,남,45,기혼,False,204653,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
408201216,True,여,48,기혼,0,61358,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
408214208,True,여,63,미혼,False,261856,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
408242048,True,여,39,기혼,False,123400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,3,1,0,0,1,1,0,0,0,0,0,0,0
408299584,True,여,54,기혼,False,47286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
408713472,True,여,46,미혼,True,35512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408746880,True,여,42,기혼,False,22112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
408908352,True,여,38,미혼,False,481549,1,0,0,1,0,0,0,8,0,0,0,0,0,0,0,6,0,0,3,0,1,4,0,0,4,0,1,0,0,0,0,0,0,0,0,0,3,1,3,0,2,0,0,2,0,3,0,1,0,1,0,0,0,0,1,3,0,1,0
408947328,True,남,38,기혼,False,1990128,0,0,1,0,0,1,0,9,4,0,0,0,0,0,8,4,6,0,9,0,10,7,0,18,4,0,13,0,1,6,0,1,0,0,0,1,2,7,5,0,8,0,5,5,12,4,0,11,0,1,1,8,0,0,0,0,0,0,0
408956608,True,여,35,기혼,False,833150,4,2,0,0,0,3,1,1,2,0,0,0,1,0,0,9,3,0,0,12,0,0,0,12,2,0,0,0,0,0,3,1,0,1,0,0,1,2,2,0,0,0,1,1,6,3,1,1,0,1,0,10,0,0,2,5,0,0,0
408960320,True,여,34,불명,False,29481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
409043840,True,여,38,기혼,False,501864,0,4,0,1,0,2,1,2,1,0,1,0,0,0,1,2,2,0,0,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,3,0,0,0,1,1,1,3,1,1,1,0,2,0,0,0,0,1,0,1,0,0
409088384,True,여,30,기혼,0,390156,2,0,0,0,0,1,2,0,1,0,0,0,0,0,1,5,1,0,0,1,3,0,0,2,0,0,0,0,1,0,0,1,0,2,0,0,0,2,2,0,2,0,2,0,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0
409140352,False,여,46,불명,False,27185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409149632,True,여,42,불명,False,461464,1,0,1,0,0,2,0,3,0,0,1,0,2,0,2,2,3,0,0,2,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,2,2,0,3,0,4,2,2,2,0,0,0,1,0,0,0,0,1,3,2,0,0
409231296,True,여,51,미혼,False,56475,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
409248000,True,여,40,미혼,True,2691569,4,7,1,1,0,4,6,19,3,0,1,0,5,1,2,10,4,0,1,3,3,15,1,3,4,3,3,0,8,2,0,4,0,2,0,4,1,8,10,8,10,0,6,4,1,6,0,0,0,1,0,3,2,1,1,4,1,0,6
409455872,True,여,57,기혼,False,641904,0,0,0,0,0,1,1,4,0,0,0,2,0,0,0,2,0,0,0,0,3,2,0,2,1,1,1,0,0,0,0,0,0,0,2,0,1,0,0,1,3,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,4
409487424,True,여,35,기혼,False,509405,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,4,4,1,0,8,0,0,0,4,1,0,1,0,0,0,0,1,0,0,0,4,0,13,0,1,0,0,0,0,2,0,0,0,0,5,0,0,0,0,1,0,0,0,2
409615488,False,여,68,미혼,False,19145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409619200,True,여,68,미혼,False,69110,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409880896,True,여,46,기혼,False,103378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410010816,True,여,50,기혼,True,514998,2,0,0,1,0,3,9,0,0,0,0,0,0,1,1,12,1,1,0,1,0,0,0,1,12,0,0,0,1,0,0,0,0,0,0,0,1,4,4,0,0,0,0,0,2,16,0,0,0,0,1,0,0,0,0,4,0,0,0
410046080,True,여,53,미혼,False,370901,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,4,0,4,1,0,0,0,6,0,0,0,0,0,0,0,1,0,2,0,0,0,1,3,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410101760,True,여,37,미혼,True,264765,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,13,0,0,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0
410528640,True,여,51,미혼,True,7384017,6,12,9,0,0,25,24,8,1,0,2,0,28,19,7,29,11,10,3,9,11,18,1,10,28,7,7,0,10,19,2,3,1,12,6,5,53,18,37,9,54,0,8,15,14,95,4,0,4,3,7,1,1,3,3,18,6,0,16
410534208,True,여,44,기혼,True,526034,0,0,3,0,0,0,0,2,1,0,0,0,1,2,1,3,0,1,0,1,0,1,0,1,3,0,0,0,0,1,0,1,0,1,0,0,2,0,8,1,3,0,0,1,4,7,0,2,0,0,3,0,0,0,0,2,2,0,0
410686400,True,여,65,미혼,True,14932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410795904,True,여,35,기혼,False,54752,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
411122560,True,여,42,미혼,False,16273,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411185664,True,여,40,기혼,False,436197,1,0,1,0,0,1,0,4,0,0,2,0,1,0,0,2,0,0,2,4,3,0,1,6,0,2,4,0,0,0,0,0,0,2,0,0,2,2,1,1,0,0,1,0,0,6,2,0,0,0,0,1,2,0,0,1,0,0,0
411207936,True,여,64,기혼,False,797548,0,0,0,1,0,9,4,0,0,0,0,0,1,0,0,5,0,1,0,3,1,3,0,4,3,1,2,0,1,1,0,1,0,0,0,4,4,8,5,0,5,1,0,1,3,6,1,0,0,0,0,0,0,0,1,4,1,0,0
